orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
4304,2024,11,2,02/11/2023,Venezuela,Maracaibo,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
4305,2024,11,23,23/11/2023,Ecuador,Quito,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
4306,2024,11,10,10/11/2023,Ecuador,Cuenca,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
4307,2024,11,30,30/11/2023,Venezuela,Caracas,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
4308,2024,11,17,17/11/2023,Bolivia,Cochabamba,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4309,2024,11,20,20/11/2023,Uruguay,Salto,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.8
4310,2024,11,23,23/11/2023,Chile,Santiago,Smartphones,LG Velvet,649,0.12,3,1947,233.64
4311,2024,11,1,01/11/2023,Costa Rica,Heredia,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58
4312,2024,11,3,03/11/2023,Ecuador,Cuenca,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
4313,2024,11,24,24/11/2023,Uruguay,Ciudad de la Costa,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
4314,2024,11,4,04/11/2023,Panamá,David,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
4315,2024,11,14,14/11/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72
4316,2024,11,6,06/11/2023,Venezuela,Maracaibo,Auriculares,Razer Opus,224,0.11,1,224,24.64
4317,2024,11,27,27/11/2023,Brasil,Brasilia,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
4318,2024,11,30,30/11/2023,Panamá,Colón,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
4319,2024,11,6,06/11/2023,Panamá,Ciudad de Panamá,Laptops,Razer Blade 15,2649,0.33,1,2649,874.17
4320,2024,11,28,28/11/2023,Colombia,Medellín,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
4321,2024,11,8,08/11/2023,Chile,Santiago,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86
4322,2024,11,17,17/11/2023,Chile,Concepción,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
4323,2024,11,5,05/11/2023,Paraguay,Asunción,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
4324,2024,11,25,25/11/2023,Brasil,Río de Janeiro,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
4325,2024,11,15,15/11/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
4326,2024,11,30,30/11/2023,Bolivia,Cochabamba,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.56
4327,2024,11,19,19/11/2023,Colombia,Medellín,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
4328,2024,11,10,10/11/2023,Venezuela,Caracas,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
4329,2024,11,27,27/11/2023,Perú,Lima,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
4330,2024,11,15,15/11/2023,Colombia,Cali,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4331,2024,11,9,09/11/2023,Paraguay,Asunción,Auriculares,Beats Studio3,274,0.13,1,274,35.62
4332,2024,11,20,20/11/2023,Ecuador,Quito,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
4333,2024,11,24,24/11/2023,Panamá,Colón,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4334,2024,11,18,18/11/2023,Panamá,Colón,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4335,2024,11,27,27/11/2023,Paraguay,Encarnación,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.63
4336,2024,11,3,03/11/2023,Ecuador,Guayaquil,Auriculares,Razer Opus,224,0.11,3,672,73.92
4337,2024,11,5,05/11/2023,Brasil,Río de Janeiro,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
4338,2024,11,9,09/11/2023,Venezuela,Valencia,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72
4339,2024,11,15,15/11/2023,Chile,Santiago,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.72
4340,2024,11,2,02/11/2023,Perú,Trujillo,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
4341,2024,11,10,10/11/2023,Costa Rica,Limón,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
4342,2024,11,19,19/11/2023,Venezuela,Caracas,Smartphones,LG Velvet,649,0.12,3,1947,233.64
4343,2024,11,7,07/11/2023,Brasil,Río de Janeiro,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
4344,2024,11,30,30/11/2023,Bolivia,Santa Cruz de la Sierra,Laptops,Acer Swift 5,899,0.32,1,899,287.68
4345,2024,11,29,29/11/2023,Costa Rica,San José,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
4346,2024,11,6,06/11/2023,Ecuador,Guayaquil,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
4347,2024,11,17,17/11/2023,Uruguay,Ciudad de la Costa,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88
4348,2024,11,22,22/11/2023,Perú,Arequipa,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
4349,2024,11,7,07/11/2023,Brasil,São Paulo,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
4350,2024,11,23,23/11/2023,Chile,Santiago,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
4351,2024,11,30,30/11/2023,Paraguay,Ciudad del Este,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
4352,2024,11,30,30/11/2023,Perú,Trujillo,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
4353,2024,11,13,13/11/2023,México,Guadalajara,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
4354,2024,11,14,14/11/2023,Ecuador,Guayaquil,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
4355,2024,11,6,06/11/2023,México,Guadalajara,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
4356,2024,11,21,21/11/2023,Perú,Arequipa,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
4357,2024,11,15,15/11/2023,Perú,Trujillo,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.34
4358,2024,11,11,11/11/2023,Panamá,David,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
4359,2024,11,20,20/11/2023,Venezuela,Maracaibo,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
4360,2024,11,18,18/11/2023,Bolivia,Cochabamba,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
4361,2024,11,18,18/11/2023,Ecuador,Quito,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
4362,2024,11,30,30/11/2023,Venezuela,Caracas,Tablets,iPad Air,649,0.33,4,2596,856.68
4363,2024,11,21,21/11/2023,Colombia,Bogotá,Tablets,ASUS ZenPad 3S 10,399,0.2,2,798,159.6
4364,2024,11,7,07/11/2023,Argentina,Buenos Aires,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
4365,2024,12,21,21/12/2023,Chile,Concepción,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
4366,2024,12,29,29/12/2023,Bolivia,La Paz,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
4367,2024,12,21,21/12/2023,Paraguay,Ciudad del Este,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
4368,2024,12,14,14/12/2023,Colombia,Cali,Tablets,ASUS ZenPad 3S 10,399,0.2,2,798,159.6
4369,2024,12,23,23/12/2023,Colombia,Cali,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
4370,2024,12,18,18/12/2023,Brasil,Río de Janeiro,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
4371,2024,12,4,04/12/2023,Chile,Valparaíso,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
4372,2024,12,8,08/12/2023,Panamá,David,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
4373,2024,12,5,05/12/2023,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
4374,2024,12,29,29/12/2023,México,Ciudad de México (CDMX),Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4375,2024,12,18,18/12/2023,Ecuador,Quito,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
4376,2024,12,20,20/12/2023,Colombia,Medellín,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
4377,2024,12,16,16/12/2023,Colombia,Bogotá,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
4378,2024,12,11,11/12/2023,Paraguay,Encarnación,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
4379,2024,12,23,23/12/2023,Colombia,Medellín,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
4380,2024,12,11,11/12/2023,México,Ciudad de México (CDMX),Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
4381,2024,12,3,03/12/2023,Panamá,David,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.4
4382,2024,12,11,11/12/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86
4383,2024,12,9,09/12/2023,Bolivia,Santa Cruz de la Sierra,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4384,2024,12,12,12/12/2023,Paraguay,Asunción,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
4385,2024,12,9,09/12/2023,Brasil,Río de Janeiro,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96
4386,2024,12,15,15/12/2023,Uruguay,Ciudad de la Costa,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
4387,2024,12,1,01/12/2023,México,Ciudad de México (CDMX),Auriculares,Beats Studio3,274,0.13,5,1370,178.1
4388,2024,12,7,07/12/2023,Paraguay,Asunción,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4389,2024,12,10,10/12/2023,Brasil,Río de Janeiro,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
4390,2024,12,27,27/12/2023,Venezuela,Maracaibo,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
4391,2024,12,11,11/12/2023,Paraguay,Asunción,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
4392,2024,12,29,29/12/2023,Brasil,Río de Janeiro,Smartphones,Google Pixel 6,749,0.28,3,2247,629.16
4393,2024,12,7,07/12/2023,Costa Rica,Limón,Smartphones,LG Velvet,649,0.12,1,649,77.88
4394,2024,12,22,22/12/2023,México,Monterrey,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
4395,2024,12,30,30/12/2023,Bolivia,Santa Cruz de la Sierra,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
4396,2024,12,11,11/12/2023,Chile,Valparaíso,Auriculares,Razer Opus,224,0.11,3,672,73.92
4397,2024,12,6,06/12/2023,México,Guadalajara,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
4398,2024,12,20,20/12/2023,Bolivia,La Paz,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4399,2024,12,28,28/12/2023,Panamá,David,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
4400,2024,12,20,20/12/2023,Colombia,Medellín,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
4401,2024,12,17,17/12/2023,Perú,Arequipa,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
4402,2024,12,28,28/12/2023,Venezuela,Caracas,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51
4403,2024,12,23,23/12/2023,Bolivia,La Paz,Tablets,iPad Air,649,0.33,4,2596,856.68
4404,2024,12,26,26/12/2023,Colombia,Cali,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
4405,2024,12,29,29/12/2023,Ecuador,Guayaquil,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
4406,2024,12,11,11/12/2023,Colombia,Cali,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
4407,2024,12,6,06/12/2023,Uruguay,Montevideo,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
4408,2024,12,14,14/12/2023,Paraguay,Asunción,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
4409,2024,12,9,09/12/2023,Panamá,Ciudad de Panamá,Tablets,iPad Air,649,0.33,2,1298,428.34
4410,2024,12,1,01/12/2023,Paraguay,Ciudad del Este,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
4411,2024,12,6,06/12/2023,Argentina,Buenos Aires,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
4412,2024,12,6,06/12/2023,México,Ciudad de México (CDMX),Tablets,iPad Air,649,0.33,4,2596,856.68
4413,2024,12,13,13/12/2023,Ecuador,Cuenca,Smartphones,LG Velvet,649,0.12,1,649,77.88
4414,2024,12,27,27/12/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
4415,2024,12,8,08/12/2023,Paraguay,Encarnación,Smartphones,iPhone 13,1099,0.19,4,4396,835.24
4416,2024,12,14,14/12/2023,Panamá,David,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72
4417,2024,12,17,17/12/2023,Colombia,Cali,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
4418,2024,12,2,02/12/2023,Paraguay,Asunción,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
4419,2024,12,2,02/12/2023,Perú,Lima,Tablets,iPad Air,649,0.33,5,3245,1070.85
4420,2024,12,14,14/12/2023,Venezuela,Valencia,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
4421,2024,12,28,28/12/2023,Panamá,Ciudad de Panamá,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
4422,2024,12,28,28/12/2023,Colombia,Medellín,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08
4423,2024,12,3,03/12/2023,Colombia,Cali,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.34
4424,2024,12,21,21/12/2023,Bolivia,Cochabamba,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
4425,2024,12,7,07/12/2023,Costa Rica,Heredia,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
4426,2024,12,16,16/12/2023,Ecuador,Guayaquil,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
4427,2024,12,31,31/12/2023,Brasil,Río de Janeiro,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
4428,2024,12,19,19/12/2023,Uruguay,Salto,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08
4429,2024,12,7,07/12/2023,Panamá,Colón,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
4430,2024,12,14,14/12/2023,Paraguay,Ciudad del Este,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.4
4431,2024,12,20,20/12/2023,Ecuador,Guayaquil,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4432,2024,12,3,03/12/2023,Perú,Lima,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
4433,2024,12,16,16/12/2023,Bolivia,Cochabamba,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
4434,2024,12,27,27/12/2023,Bolivia,Cochabamba,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
4435,2024,12,3,03/12/2023,Perú,Arequipa,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
4436,2024,12,8,08/12/2023,Bolivia,La Paz,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
4437,2024,12,29,29/12/2023,Panamá,David,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
4438,2024,12,15,15/12/2023,Bolivia,Santa Cruz de la Sierra,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51
4439,2024,12,19,19/12/2023,Chile,Valparaíso,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
4440,2024,12,28,28/12/2023,Bolivia,Cochabamba,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
4441,2024,12,21,21/12/2023,Bolivia,La Paz,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.34
4442,2024,12,3,03/12/2023,Ecuador,Cuenca,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.4
4443,2024,12,24,24/12/2023,Bolivia,Cochabamba,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
4444,2024,12,7,07/12/2023,Costa Rica,Limón,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
4445,2024,12,14,14/12/2023,Paraguay,Asunción,Smartphones,LG Velvet,649,0.12,5,3245,389.4
4446,2024,12,8,08/12/2023,Ecuador,Guayaquil,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
4447,2024,12,1,01/12/2023,Paraguay,Asunción,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
4448,2024,12,9,09/12/2023,Colombia,Cali,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4449,2024,12,15,15/12/2023,Ecuador,Quito,Auriculares,Beats Studio3,274,0.13,2,548,71.24
4450,2024,12,1,01/12/2023,Venezuela,Valencia,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4451,2024,12,25,25/12/2023,México,Guadalajara,Laptops,HP Spectre x360,1799,0.25,4,7196,1799
4452,2024,12,10,10/12/2023,Paraguay,Ciudad del Este,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
4453,2024,12,11,11/12/2023,Perú,Trujillo,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
4454,2024,12,19,19/12/2023,Paraguay,Asunción,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
4455,2024,12,20,20/12/2023,Panamá,Colón,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
4456,2024,12,9,09/12/2023,Perú,Lima,Auriculares,Jabra Elite 85t,224,0.21,3,672,141.12
4457,2024,12,16,16/12/2023,Ecuador,Guayaquil,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4458,2024,12,2,02/12/2023,México,Guadalajara,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
4459,2024,12,24,24/12/2023,Bolivia,Cochabamba,Tablets,iPad Air,649,0.33,3,1947,642.51
4460,2024,12,7,07/12/2023,Brasil,Brasilia,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
4461,2024,12,3,03/12/2023,Perú,Trujillo,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96
4462,2024,12,9,09/12/2023,Argentina,Buenos Aires,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4463,2024,12,24,24/12/2023,Costa Rica,Heredia,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
4464,2024,12,6,06/12/2023,Perú,Arequipa,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
4465,2024,12,27,27/12/2023,Venezuela,Caracas,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
4466,2024,12,23,23/12/2023,Ecuador,Cuenca,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
4467,2024,12,23,23/12/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72
4468,2024,12,17,17/12/2023,Perú,Trujillo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
4469,2024,12,13,13/12/2023,Chile,Santiago,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
4470,2024,12,18,18/12/2023,Costa Rica,San José,Tablets,iPad Air,649,0.33,2,1298,428.34
4471,2024,12,29,29/12/2023,Chile,Valparaíso,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48
4472,2024,12,2,02/12/2023,Argentina,Buenos Aires,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
4473,2024,12,14,14/12/2023,Perú,Lima,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
4474,2024,12,12,12/12/2023,Panamá,David,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72
4475,2024,12,20,20/12/2023,México,Ciudad de México (CDMX),Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
4476,2024,12,1,01/12/2023,Bolivia,Cochabamba,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4477,2024,12,9,09/12/2023,Uruguay,Ciudad de la Costa,Smartphones,LG Velvet,649,0.12,1,649,77.88
4478,2024,12,18,18/12/2023,Uruguay,Salto,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
4479,2024,12,9,09/12/2023,Chile,Valparaíso,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
4480,2024,12,1,01/12/2023,Perú,Arequipa,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48
4481,2024,12,28,28/12/2023,Paraguay,Ciudad del Este,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.3
4482,2024,12,11,11/12/2023,Ecuador,Quito,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48
4483,2024,12,5,05/12/2023,Brasil,São Paulo,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
4484,2024,12,29,29/12/2023,México,Ciudad de México (CDMX),Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
4485,2024,12,11,11/12/2023,Brasil,São Paulo,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249
4486,2024,12,17,17/12/2023,Perú,Trujillo,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
4487,2024,12,7,07/12/2023,Panamá,Ciudad de Panamá,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
4488,2024,12,16,16/12/2023,Perú,Trujillo,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.24
4489,2024,12,9,09/12/2023,Paraguay,Ciudad del Este,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
4490,2024,12,6,06/12/2023,Brasil,Río de Janeiro,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
4491,2024,12,3,03/12/2023,Venezuela,Valencia,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
4492,2024,12,13,13/12/2023,Paraguay,Encarnación,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
4493,2024,12,27,27/12/2023,Paraguay,Asunción,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
4494,2024,12,3,03/12/2023,Chile,Concepción,Auriculares,Sony WH-1000XM4,324,0.27,2,648,174.96
4495,2024,12,23,23/12/2023,Venezuela,Caracas,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
4496,2024,12,2,02/12/2023,México,Monterrey,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4497,2024,12,4,04/12/2023,Costa Rica,Limón,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
4498,2024,12,31,31/12/2023,Chile,Concepción,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
4499,2024,12,5,05/12/2023,Chile,Valparaíso,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
4500,2024,12,29,29/12/2023,Uruguay,Montevideo,Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
4501,2024,12,2,02/12/2023,Argentina,Buenos Aires,Auriculares,Razer Opus,224,0.11,5,1120,123.2
4502,2024,12,14,14/12/2023,Panamá,Colón,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.3
4503,2024,12,23,23/12/2023,Costa Rica,Limón,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.63
4504,2024,12,11,11/12/2023,Costa Rica,San José,Laptops,Razer Blade 15,2649,0.33,1,2649,874.17
4505,2024,12,6,06/12/2023,Uruguay,Montevideo,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
4506,2024,12,17,17/12/2023,Brasil,Brasilia,Auriculares,Jabra Elite 85t,224,0.21,3,672,141.12
4507,2024,12,29,29/12/2023,Venezuela,Maracaibo,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
4508,2024,12,1,01/12/2023,Perú,Arequipa,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
4509,2024,12,3,03/12/2023,Paraguay,Asunción,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
4510,2024,12,10,10/12/2023,Colombia,Cali,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
4511,2024,12,16,16/12/2023,Colombia,Medellín,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.34
4512,2024,12,22,22/12/2023,Ecuador,Guayaquil,Tablets,iPad Air,649,0.33,4,2596,856.68
4513,2024,12,4,04/12/2023,Venezuela,Maracaibo,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
4514,2024,12,15,15/12/2023,Bolivia,Santa Cruz de la Sierra,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
4515,2024,12,17,17/12/2023,Bolivia,Cochabamba,Smartphones,LG Velvet,649,0.12,5,3245,389.4
4516,2024,12,12,12/12/2023,Chile,Valparaíso,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
4517,2024,12,14,14/12/2023,Bolivia,La Paz,Tablets,iPad Air,649,0.33,1,649,214.17
4518,2024,12,9,09/12/2023,Colombia,Cali,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
4519,2024,12,2,02/12/2023,Panamá,Colón,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
4520,2024,12,27,27/12/2023,Costa Rica,San José,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78
4521,2024,12,24,24/12/2023,Colombia,Cali,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
4522,2024,12,29,29/12/2023,Panamá,David,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
4523,2024,12,12,12/12/2023,Ecuador,Guayaquil,Auriculares,Razer Opus,224,0.11,3,672,73.92
4524,2024,12,1,01/12/2023,Perú,Trujillo,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
4525,2024,12,20,20/12/2023,Bolivia,Cochabamba,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
4526,2024,12,21,21/12/2023,Uruguay,Ciudad de la Costa,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
4527,2024,12,24,24/12/2023,Paraguay,Asunción,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
4528,2024,12,11,11/12/2023,Costa Rica,San José,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
4529,2024,12,21,21/12/2023,Chile,Concepción,Laptops,HP Spectre x360,1799,0.25,4,7196,1799
4530,2024,12,9,09/12/2023,México,Monterrey,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.34
4531,2024,12,11,11/12/2023,Perú,Arequipa,Tablets,iPad Air,649,0.33,3,1947,642.51
4532,2024,12,3,03/12/2023,Colombia,Cali,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
